keyword	low_search_volume	YEAR	VAR	VAL	n	hits_min	hits_mean	hits_median	hits_max	hits_sum	hits_asinh_mean	hits_asinh_sum	UID
Amsterdam	TRUE	all	SUBREGION	Eastern Africa	198	0	0.972	1	4	192.5	0.762	150.841	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Eastern Asia	88	0	0.608	0.5	1	53.5	0.557	49.037	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Eastern Europe	110	0.5	1.005	1	3	110.5	0.848	93.329	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Melanesia	55	0	0.618	0.5	2	34	0.543	29.884999999999998	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Micronesia	77	0	0.11	0	1	8.5	0.1	7.691	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Middle Africa	77	0	0.513	0.5	2	39.5	0.448	34.534	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Northern Africa	77	0	0.61	0.5	1	47	0.558	42.946	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Northern America	55	0	0.945	1	5	52	0.693	38.096	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Northern Europe	165	0	2.685	2	9	443	1.511	249.244	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Polynesia	88	0	0.256	0	5	22.5	0.2	17.614	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Seven seas (open ocean)	33	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	South America	143	0	1.822	0.5	21	260.5	0.856	122.459	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	South-Eastern Asia	121	0.5	0.934	1	5	113	0.766	92.649	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Southern Africa	55	0	1.191	1	3	65.5	0.946	52.043	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Southern Asia	99	0	0.798	0.5	4	79	0.696	68.923	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Southern Europe	176	0	2.062	2	7	363	1.291	227.159	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Western Africa	187	0	1.294	1	20	242	0.815	152.437	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Western Asia	198	0.5	1.237	1	5	245	0.946	187.305	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION	Western Europe	99	2	15.061	4	100	1491	2.476	245.136	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	TRUE	all	SUBREGION		187	0	1.433	0	24	268	0.533	99.606	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Antarctica	11	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Australia and New Zealand	44	0	7.636	8	25	336	2.204	96.986	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Caribbean	275	0	1.029	0	100	283	0.071	19.432	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Central America	88	0	0.131	0	2	11.5	0.112	9.854	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Central Asia	55	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Eastern Africa	198	0	7.712	0	100	1527	0.679	134.514	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Eastern Asia	88	0	2.102	1	15	185	0.973	85.615	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Eastern Europe	110	0	2.65	2	9	291.5	1.412	155.312	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Melanesia	55	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Micronesia	77	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Middle Africa	77	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Northern Africa	77	0	0.481	0	5	37	0.32	24.66	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Northern America	55	0	3.164	0	20	174	1.071	58.927	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Northern Europe	165	0	4.97	5	23	820	1.613	266.074	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Polynesia	88	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Seven seas (open ocean)	33	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	South America	143	0	0.325	0	2	46.5	0.286	40.851	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	South-Eastern Asia	121	0	3.31	1	33	400.5	1.121	135.589	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Southern Africa	55	0	4.218	0	39	232	0.738	40.584	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Southern Asia	99	0	3.869	0	45	383	1.202	118.999	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Southern Europe	176	0	2.67	0	41	470	0.983	173.076	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Western Africa	187	0	3.497	0	63	654	0.496	92.845	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Western Asia	198	0	2.785	0	26	551.5	0.851	168.568	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION	Western Europe	99	0	14.394	4	100	1425	2.119	209.798	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	FALSE	all	SUBREGION		187	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Antarctica	11	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Australia and New Zealand	44	0	5.909	7	15	260	2.012	88.527	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Caribbean	275	0	12.062	5	100	3317	2.286	628.656	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Central America	88	0.5	2.71	2	23	238.5	1.491	131.167	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Central Asia	55	0	4.845	1	32	266.5	1.617	88.92099999999999	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Eastern Africa	198	0	16.99	8	100	3364	2.636	521.966	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Eastern Asia	88	0	3.136	2	12	276	1.506	132.53	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Eastern Europe	110	0.5	2.859	3	10	314.5	1.638	180.15200000000002	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Melanesia	55	0	12.536	6	74	689.5	2.408	132.461	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Micronesia	77	0	0.753	0	9	58	0.327	25.156	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Middle Africa	77	0	2.26	0	19	174	0.818	63.013	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Northern Africa	77	0	1.929	1	10	148.5	1.169	90.031	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Northern America	55	0	4.909	4	23	270	1.592	87.583	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Northern Europe	165	0	6.436	6	17	1062	2.238	369.334	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Polynesia	88	0	3.08	0	49	271	0.673	59.248999999999995	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Seven seas (open ocean)	33	0	0	0	0	0	0	0	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	South America	143	0	4.455	1	51	637	1.296	185.344	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	South-Eastern Asia	121	0	5.583	3	39	675.5	2.01	243.26	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Southern Africa	55	0	17.164	15	70	944	3.233	177.823	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Southern Asia	99	1	12.293	8	81	1217	2.754	272.681	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Southern Europe	176	0	4.506	3	25	793	1.794	315.747	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Western Africa	187	0	10.65	4	100	1991.5	2.033	380.247	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Western Asia	198	0.5	5.697	4	35	1128	2.102	416.24	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION	Western Europe	99	1	12.677	6	97	1255	2.555	252.927	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Netherlands	TRUE	all	SUBREGION		187	0	4.687	0	100	876.5	0.667	124.685	ff5a565a-5b40-4e78-8383-dadf1315c5b2
Amsterdam	FALSE	2007	SUBREGION	Antarctica	1	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Australia and New Zealand	4	0	0.75	1	1	3	0.661	2.643	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Caribbean	25	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Central America	8	0	0.125	0	1	1	0.11	0.881	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Central Asia	5	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Eastern Africa	18	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Eastern Asia	8	0	0.125	0	0.5	1	0.12	0.962	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Eastern Europe	10	0	0.8	0.5	2	8	0.609	6.093999999999999	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Melanesia	5	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Micronesia	7	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Middle Africa	7	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Northern Africa	7	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Northern America	5	0	0.8	0	2	4	0.578	2.888	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Northern Europe	15	0	1.867	0	9	28	0.852	12.777	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Polynesia	8	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Seven seas (open ocean)	3	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	South America	13	0	0.115	0	1	1.5	0.105	1.362	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	South-Eastern Asia	11	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Southern Africa	5	0	0.6	0	3	3	0.364	1.818	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Southern Asia	9	0	0.111	0	1	1	0.098	0.881	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Southern Europe	16	0	1.125	0	5	18	0.6	9.607	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Western Africa	17	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Western Asia	18	0	0.222	0	3	4	0.15	2.699	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION	Western Europe	9	0	14.222	4	100	128	2.026	18.235	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2007	SUBREGION		17	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Antarctica	1	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Australia and New Zealand	4	0	0.75	1	1	3	0.661	2.643	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Caribbean	25	0	1.32	1	15	33	0.702	17.562	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Central America	8	0.5	0.812	1	1	6.5	0.731	5.848	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Central Asia	5	0	2	1	5	10	1.178	5.8919999999999995	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Eastern Africa	18	0	1.5	1	4	27	1.034	18.611	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Eastern Asia	8	0	0.688	0.75	1	5.5	0.621	4.967	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Eastern Europe	10	1	1.5	1.5	2	15	1.163	11.625	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Melanesia	5	0	0.8	1	2	4	0.641	3.206	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Micronesia	7	0	0.143	0	1	1	0.126	0.881	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Middle Africa	7	0	0.429	0	1	3	0.378	2.643	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Northern Africa	7	0	0.786	1	1	5.5	0.698	4.886	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Northern America	5	0	1.8	2	5	9	1.04	5.199999999999999	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Northern Europe	15	0	2.933	3	9	44	1.425	21.382	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Polynesia	8	0	0.125	0	1	1	0.11	0.881	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Seven seas (open ocean)	3	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	South America	13	0	2.346	0.5	21	30.5	0.89	11.566	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	South-Eastern Asia	11	0.5	1.591	1	5	17.5	1.111	12.222	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Southern Africa	5	0	1.4	2	3	7	0.941	4.7059999999999995	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Southern Asia	9	0.5	1.5	1	4	13.5	1.097	9.869	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Southern Europe	16	0	3.188	2.5	7	51	1.667	26.679000000000002	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Western Africa	17	0	3	1	20	51	1.233	20.969	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Western Asia	18	0.5	1.778	1	5	32	1.18	21.246	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION	Western Europe	9	2	15.333	5	100	138	2.522	22.697	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	TRUE	2007	SUBREGION		17	0	0.882	0	8	15	0.478	8.118	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Antarctica	1	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Australia and New Zealand	4	0	5.75	7	9	23	2.045	8.181000000000001	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Caribbean	25	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Central America	8	0	0.125	0	1	1	0.11	0.881	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Central Asia	5	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Eastern Africa	18	0	13.056	0	100	235	0.828	14.897	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Eastern Asia	8	0	2	1	8	16	1.01	8.077	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Eastern Europe	10	0	2.9	3	7	29	1.501	15.01	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Melanesia	5	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Micronesia	7	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Middle Africa	7	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Northern Africa	7	0	0.429	0	3	3	0.26	1.818	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Northern America	5	0	2.2	0	6	11	0.961	4.804	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Northern Europe	15	0	3.6	4	11	54	1.445	21.669	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Polynesia	8	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Seven seas (open ocean)	3	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	South America	13	0	0.308	0	1	4	0.271	3.524	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	South-Eastern Asia	11	0	2.818	2	9	31	1.198	13.181	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Southern Africa	5	0	3.6	0	18	18	0.717	3.584	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Southern Asia	9	0	2.889	0	13	26	0.916	8.248	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Southern Europe	16	0	1.438	0	8	23	0.73	11.672	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Western Africa	17	0	4.353	0	44	74	0.504	8.572	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Western Asia	18	0	0.833	0	9	15	0.338	6.085999999999999	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION	Western Europe	9	0	9.556	3	52	86	1.937	17.432	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	FALSE	2007	SUBREGION		17	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Antarctica	1	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Australia and New Zealand	4	0	5.75	7	9	23	2.045	8.181000000000001	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Caribbean	25	0	9.8	7	50	245	2.018	50.444	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Central America	8	1	3.25	3.5	5	26	1.8	14.401	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Central Asia	5	0	9.6	7	28	48	2.352	11.758	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Eastern Africa	18	0	29.167	21	100	525	2.913	52.439	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Eastern Asia	8	0	4.125	3	12	33	1.696	13.568999999999999	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Eastern Europe	10	1	4.3	3.5	10	43	2.01	20.103	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Melanesia	5	0	7.4	0	19	37	1.444	7.2219999999999995	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Micronesia	7	0	1.286	0	9	9	0.413	2.893	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Middle Africa	7	0	2.714	0	15	19	0.785	5.497	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Northern Africa	7	0	3	3	8	21	1.498	10.486	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Northern America	5	0	3.8	5	8	19	1.516	7.58	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Northern Europe	15	0	4.6	4	11	69	1.799	26.979	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Polynesia	8	0	6.375	0	49	51	0.754	6.029	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Seven seas (open ocean)	3	0	0	0	0	0	0	0	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	South America	13	0	4.923	1	27	64	1.452	18.88	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	South-Eastern Asia	11	0	6.818	5	20	75	2.095	23.041999999999998	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Southern Africa	5	0	20.4	19	37	102	3.11	15.552	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Southern Asia	9	4	21.222	13	75	191	3.382	30.437	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Southern Europe	16	0	5.125	4	14	82	1.912	30.591	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Western Africa	17	0	16.471	5	59	280	2.202	37.436	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Western Asia	18	1	8	6	34	144	2.381	42.865	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION	Western Europe	9	1	11.222	6	52	101	2.539	22.852	2c7f3920-b250-42cd-8e24-d4df1c35546d
Netherlands	TRUE	2007	SUBREGION		17	0	1.059	0	12	18	0.442	7.5120000000000005	2c7f3920-b250-42cd-8e24-d4df1c35546d
Amsterdam	FALSE	2008	SUBREGION	Antarctica	1	0	0	0	0	0	0	0	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Australia and New Zealand	4	0	0.75	1	1	3	0.661	2.643	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Caribbean	25	0	0	0	0	0	0	0	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Central America	8	0	0.062	0	0.5	0.5	0.06	0.481	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Central Asia	5	0	0	0	0	0	0	0	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Eastern Africa	18	0	0	0	0	0	0	0	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Eastern Asia	8	0	0.125	0	0.5	1	0.12	0.962	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Eastern Europe	10	0	1	1	3	10	0.735	7.349	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Melanesia	5	0	0	0	0	0	0	0	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Micronesia	7	0	0	0	0	0	0	0	e59554ea-c8bd-4cf7-a860-6e8d712b1062
Amsterdam	FALSE	2008	SUBREGION	Middle Africa	7	0	0	0	0	0	0	0	e59554ea-c8bd-4cf7-a860-6e8d712b1062
