keyword	low_search_volume	YEAR	VAR	VAL	n	hits_min	hits_mean	hits_median	hits_max	hits_sum	hits_asinh_mean	hits_asinh_sum	UID
Netherlands	FALSE	2012	REGION_WB		17	0	0	0	0	0	0	0	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	East Asia & Pacific	43	0	1.756	1	9	75.5	0.983	42.248	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	Europe & Central Asia	60	0	2.808	2	35	168.5	1.395	83.687	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	Latin America & Caribbean	46	0	5.293	1	57	243.5	1.466	67.44	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	Middle East & North Africa	22	0	2.068	1	8	45.5	1.263	27.792	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	North America	4	0	3	2.5	7	12	1.477	5.906000000000001	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	South Asia	8	2	5.125	3.5	16	41	2.111	16.89	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB	Sub-Saharan Africa	49	0	3.898	3	16	191	1.552	76.028	201e832c-9830-4920-a9ec-8f22da4d74f5
Netherlands	TRUE	2012	REGION_WB		17	0	6.618	0	100	112.5	0.711	12.084	201e832c-9830-4920-a9ec-8f22da4d74f5
Amsterdam	FALSE	2013	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB	East Asia & Pacific	43	0	0.163	0	1	7	0.147	6.329	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB	Europe & Central Asia	60	0	2.458	0	100	147.5	0.599	35.915	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB	Latin America & Caribbean	46	0	0.065	0	1	3	0.061	2.8049999999999997	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB	Middle East & North Africa	22	0	0.136	0	2	3	0.106	2.325	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB	North America	4	0	0.5	0.5	1	2	0.44	1.762	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB	South Asia	8	0	0.062	0	0.5	0.5	0.06	0.481	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB	Sub-Saharan Africa	49	0	0.041	0	2	2	0.029	1.444	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2013	REGION_WB		17	0	0	0	0	0	0	0	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	East Asia & Pacific	43	0	0.43	0.5	1	18.5	0.397	17.068	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	Europe & Central Asia	60	0	3.517	1	100	211	1.256	75.336	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	Latin America & Caribbean	46	0	1.717	0.5	17	79	0.856	39.38	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	Middle East & North Africa	22	0	0.864	0.5	4	19	0.7	15.397	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	North America	4	0	1	1	2	4	0.802	3.206	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	South Asia	8	0.5	0.688	0.5	1	5.5	0.631	5.048	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB	Sub-Saharan Africa	49	0	0.786	1	4	38.5	0.664	32.542	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	TRUE	2013	REGION_WB		17	0	1.824	0	23	31	0.565	9.61	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	East Asia & Pacific	43	0	1.105	0	8	47.5	0.557	23.942	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	Europe & Central Asia	60	0	3.2	1	65	192	1.083	65.003	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	Latin America & Caribbean	46	0	2.283	0	100	105	0.211	9.703	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	Middle East & North Africa	22	0	1.5	0	7	33	0.749	16.468	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	North America	4	0	2.25	2	5	9	1.102	4.407	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	South Asia	8	0	2	1.5	5	16	1.04	8.32	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB	Sub-Saharan Africa	49	0	1.571	0	30	77	0.338	16.546	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	FALSE	2013	REGION_WB		17	0	0	0	0	0	0	0	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	East Asia & Pacific	43	0	2.802	2	13	120.5	1.27	54.599	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	Europe & Central Asia	60	0	4.933	3	62	296	1.828	109.68	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	Latin America & Caribbean	46	0	9.304	3	95	428	1.888	86.844	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	Middle East & North Africa	22	0	3.136	2	13	69	1.577	34.69	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	North America	4	0	5.25	4.5	12	21	1.897	7.587	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	South Asia	8	3	6.625	5	16	53	2.456	19.651	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB	Sub-Saharan Africa	49	0	6.02	4	29	295	1.905	93.36	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Netherlands	TRUE	2013	REGION_WB		17	0	6.912	0	100	117.5	0.753	12.809	f187174c-1e6c-481d-9f3b-e7a84d4ff0bb
Amsterdam	FALSE	2014	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB	East Asia & Pacific	43	0	0.221	0	2	9.5	0.19	8.173	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB	Europe & Central Asia	60	0	2.508	0	100	150.5	0.619	37.129	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB	Latin America & Caribbean	46	0	0.065	0	1	3	0.061	2.8049999999999997	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB	Middle East & North Africa	22	0	0.227	0	2	5	0.171	3.769	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB	North America	4	0	0.5	0.5	1	2	0.44	1.762	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB	South Asia	8	0	0.062	0	0.5	0.5	0.06	0.481	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB	Sub-Saharan Africa	49	0	0.02	0	1	1	0.018	0.881	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2014	REGION_WB		17	0	0	0	0	0	0	0	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	East Asia & Pacific	43	0	0.5	0.5	2	21.5	0.447	19.230999999999998	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	Europe & Central Asia	60	0	3.7	1.5	100	222	1.333	80.007	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	Latin America & Caribbean	46	0	1.859	1	17	85.5	0.955	43.909	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	Middle East & North Africa	22	0	1.045	0.5	6	23	0.769	16.919999999999998	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	North America	4	0	1	1	2	4	0.802	3.206	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	South Asia	8	0.5	0.688	0.5	1	5.5	0.631	5.048	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB	Sub-Saharan Africa	49	0	0.888	1	9	43.5	0.68	33.339999999999996	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	TRUE	2014	REGION_WB		17	0	1.941	0	21	33	0.639	10.868	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	East Asia & Pacific	43	0	4.128	0	33	177.5	0.908	39.023	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	Europe & Central Asia	60	0	5.617	1	100	337	1.348	80.854	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	Latin America & Caribbean	46	0	1.913	0	43	88	0.288	13.241	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	Middle East & North Africa	22	0	7.227	1.5	41	159	1.497	32.928	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	North America	4	0	8.75	7.5	20	35	1.773	7.0920000000000005	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	South Asia	8	0	14.25	14	45	114	2.322	18.575	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB	Sub-Saharan Africa	49	0	5.714	0	76	280	0.609	29.819	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	FALSE	2014	REGION_WB		17	0	0	0	0	0	0	0	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	East Asia & Pacific	43	0	8.337	3	74	358.5	1.853	79.692	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	Europe & Central Asia	60	0	6.217	4	60	373	2.097	125.845	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	Latin America & Caribbean	46	0	12.37	4	88	569	2.277	104.746	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	Middle East & North Africa	22	0	6.045	3	25	133	2.009	44.207	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	North America	4	0	11	10.5	23	44	2.476	9.902000000000001	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	South Asia	8	8	17.625	12.5	37	141	3.419	27.353	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB	Sub-Saharan Africa	49	0	9.796	7	46	480	2.217	108.631	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Netherlands	TRUE	2014	REGION_WB		17	0	7.353	0	100	125	0.837	14.224	d9db2d61-e53a-4e6e-b6c3-cb3bdaf66db3
Amsterdam	FALSE	2015	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB	East Asia & Pacific	43	0	0.221	0	2	9.5	0.19	8.173	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB	Europe & Central Asia	60	0	2.608	0	100	156.5	0.652	39.098	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB	Latin America & Caribbean	46	0	0.065	0	1	3	0.061	2.8049999999999997	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB	Middle East & North Africa	22	0	0.273	0	3	6	0.188	4.143	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB	North America	4	0	0.5	0.5	1	2	0.44	1.762	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB	South Asia	8	0	0.062	0	0.5	0.5	0.06	0.481	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB	Sub-Saharan Africa	49	0	0.02	0	1	1	0.018	0.881	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2015	REGION_WB		17	0	0	0	0	0	0	0	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	East Asia & Pacific	43	0	0.523	0.5	2	22.5	0.466	20.031	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	Europe & Central Asia	60	0	3.875	2	100	232.5	1.379	82.748	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	Latin America & Caribbean	46	0	1.891	1	17	87	0.949	43.635	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	Middle East & North Africa	22	0	1.227	0.5	7	27	0.844	18.572	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	North America	4	0	1	1	2	4	0.802	3.206	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	South Asia	8	0.5	0.625	0.5	1	5	0.581	4.648	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB	Sub-Saharan Africa	49	0	0.878	0.5	9	43	0.672	32.94	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	TRUE	2015	REGION_WB		17	0	2.176	0	23	37	0.659	11.208	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	East Asia & Pacific	43	0	1.477	0	12	63.5	0.583	25.063	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	Europe & Central Asia	60	0	4.817	1.5	92	289	1.299	77.959	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	Latin America & Caribbean	46	0	2.304	0	100	106	0.23	10.584	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	Middle East & North Africa	22	0	4	1	22	88	1.235	27.178	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	North America	4	0	3.5	3	8	14	1.317	5.268	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	South Asia	8	0	4.125	4	13	33	1.543	12.346	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB	Sub-Saharan Africa	49	0	3.694	0	43	181	0.552	27.07	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	FALSE	2015	REGION_WB		17	0	0	0	0	0	0	0	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	East Asia & Pacific	43	0	3.616	2	17	155.5	1.425	61.272	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	Europe & Central Asia	60	0	5.983	4	74	359	2.006	120.348	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	Latin America & Caribbean	46	0	9.196	3	81	423	1.982	91.18299999999999	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	Middle East & North Africa	22	0	4.318	2	18	95	1.775	39.053	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	North America	4	0	6	6	12	24	2.034	8.136	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	South Asia	8	3	7.25	6	14	58	2.552	20.416	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB	Sub-Saharan Africa	49	0	7.592	4	38	372	1.992	97.607	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Netherlands	TRUE	2015	REGION_WB		17	0	6.941	0	100	118	0.819	13.922	129e6b17-7aa4-4608-b0f8-362bfd686eb0
Amsterdam	FALSE	2016	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB	East Asia & Pacific	43	0	0.209	0	2	9	0.181	7.773	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB	Europe & Central Asia	60	0	2.742	0	100	164.5	0.699	41.922	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB	Latin America & Caribbean	46	0	0.065	0	1	3	0.061	2.8049999999999997	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB	Middle East & North Africa	22	0	0.227	0	3	5	0.148	3.262	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB	North America	4	0	0.5	0.5	1	2	0.44	1.762	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB	South Asia	8	0	0.062	0	0.5	0.5	0.06	0.481	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB	Sub-Saharan Africa	49	0	0.02	0	1	1	0.018	0.881	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2016	REGION_WB		17	0	0	0	0	0	0	0	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	East Asia & Pacific	43	0	0.477	0.5	2	20.5	0.429	18.431	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	Europe & Central Asia	60	0	3.817	2	100	229	1.366	81.939	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	Latin America & Caribbean	46	0	1.978	1	17	91	0.976	44.912	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	Middle East & North Africa	22	0	1.182	0.5	6	26	0.837	18.419999999999998	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	North America	4	0	1	1	2	4	0.802	3.206	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	South Asia	8	0.5	0.625	0.5	1	5	0.581	4.648	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB	Sub-Saharan Africa	49	0	0.735	0.5	6	36	0.604	29.576	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	TRUE	2016	REGION_WB		17	0	2.176	0	24	37	0.655	11.134	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	East Asia & Pacific	43	0	1.523	0	13	65.5	0.579	24.906	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	Europe & Central Asia	60	0	5.267	2	100	316	1.365	81.916	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	Latin America & Caribbean	46	0	0.13	0	1	6	0.115	5.286	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	Middle East & North Africa	22	0	3.455	0	26	76	1.031	22.686999999999998	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	North America	4	0	3.25	2.5	8	13	1.272	5.087999999999999	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	South Asia	8	0	4	4	13	32	1.524	12.189	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB	Sub-Saharan Africa	49	0	4.306	0	47	211	0.572	28.037	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	FALSE	2016	REGION_WB		17	0	0	0	0	0	0	0	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	East Asia & Pacific	43	0	2.709	2	10	116.5	1.287	55.341	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	Europe & Central Asia	60	0	5.542	3.5	68	332.5	1.934	116.052	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	Latin America & Caribbean	46	0	7.598	2.5	69	349.5	1.858	85.485	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	Middle East & North Africa	22	0	3.568	2	18	78.5	1.592	35.018	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	North America	4	0	4	5	6	16	1.77	7.079000000000001	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	South Asia	8	3	5.375	5.5	9	43	2.302	18.419	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB	Sub-Saharan Africa	49	0	6.837	4	32	335	1.905	93.353	3710c2a1-b328-4ba1-885e-93ffa8997485
Netherlands	TRUE	2016	REGION_WB		17	0	7.412	0	100	126	0.869	14.781	3710c2a1-b328-4ba1-885e-93ffa8997485
Amsterdam	FALSE	2017	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB	East Asia & Pacific	43	0	0.198	0	2	8.5	0.17	7.292	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB	Europe & Central Asia	60	0	2.817	0	100	169	0.726	43.545	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB	Latin America & Caribbean	46	0	0.076	0	1	3.5	0.07	3.205	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB	Middle East & North Africa	22	0	0.273	0	3	6	0.188	4.143	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB	North America	4	0	0.5	0.5	1	2	0.44	1.762	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB	South Asia	8	0	0.062	0	0.5	0.5	0.06	0.481	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB	Sub-Saharan Africa	49	0	0.184	0	8	9	0.075	3.657	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	FALSE	2017	REGION_WB		17	0	0	0	0	0	0	0	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	East Asia & Pacific	43	0	0.5	0.5	2	21.5	0.447	19.230999999999998	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	Europe & Central Asia	60	0	3.95	2	100	237	1.402	84.129	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	Latin America & Caribbean	46	0	1.946	1	19	89.5	0.956	43.977	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	Middle East & North Africa	22	0	1.25	0.75	7	27.5	0.862	18.972	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	North America	4	0	1	1	2	4	0.802	3.206	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	South Asia	8	0.5	0.75	0.75	1	6	0.681	5.448	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB	Sub-Saharan Africa	49	0	0.898	1	8	44	0.698	34.186	f5b192fd-161c-4413-963c-4e8c731abdbc
Amsterdam	TRUE	2017	REGION_WB		17	0	2.088	0	23	35.5	0.629	10.691	f5b192fd-161c-4413-963c-4e8c731abdbc
Netherlands	FALSE	2017	REGION_WB	Antarctica	2	0	0	0	0	0	0	0	f5b192fd-161c-4413-963c-4e8c731abdbc
Netherlands	FALSE	2017	REGION_WB	East Asia & Pacific	43	0	1.407	0	13	60.5	0.551	23.682	f5b192fd-161c-4413-963c-4e8c731abdbc
